n_hid,inp_scaling,rho,leaky,regul,lag,bias_scaling,solver,washout,n_layers,NRMSE_mean,NRMSE_std
256,0.7,0.9,0.1,0.05,1,,,200,1,2.835373878479004,0.0
256,0.7,0.9,0.1,0.05,1,,,200,1,2.835373878479004,0.0
256,0.7,0.9,0.1,0.05,1,,,200,1,2.835373878479004,0.0
256,0.7,0.9,0.4,0.05,1,,,200,1,453.0608215332031,0.0
256,0.7,0.9,0.4,0.05,1,,,200,1,23.439558029174805,0.0
256,0.7,0.9,0.4,0.05,1,,,200,1,23.439558029174805,0.0
256,0.7,0.9,0.4,0.5,1,,,200,1,131.9905242919922,0.0
256,0.7,0.9,0.4,0.01,1,,,200,1,56.53212356567383,0.0
256,0.7,0.9,0.4,0.001,1,,,200,1,110.45653533935548,0.0
256,0.2,0.9,0.1,0.05,1,,,200,1,0.7936912178993225,0.0
256,0.2,0.9,0.1,0.05,1,,,200,1,0.7602018117904663,0.0
256,0.2,1.2,0.1,0.05,1,,,200,1,2.119755983352661,0.0
256,0.2,1.2,0.1,0.05,1,,,200,1,2.119755744934082,0.0
256,0.2,1.2,0.1,0.05,1,,,200,1,2.1197266578674316,0.0
256,0.2,1.2,0.1,0.05,1,,,200,1,2.1198861598968506,0.0
256,0.2,1.2,0.1,0.05,1,,,200,1,2.1168861389160156,0.0
256,0.2,1.2,0.1,0.05,1,,,200,1,2.1168861389160156,0.0
256,0.2,1.2,0.1,0.05,1,,,200,1,0.0132738975808024,0.0
256,0.2,1.2,0.1,0.05,1,,,200,1,0.0132738975808024,0.0
256,0.2,1.2,0.1,0.05,1,,,200,1,0.0132738975808024,0.0
256,0.2,1.2,0.1,0.05,1,,,200,1,2.1197609901428223,0.0
256,0.2,1.2,0.1,0.05,1,,,200,1,2.1197586059570312,0.0
256,0.2,1.2,0.1,0.05,1,,,200,1,2.1197586059570312,0.0
256,0.2,1.2,0.1,0.05,1,,,200,1,0.8695480227470398,0.0
256,0.2,1.2,0.1,0.05,1,,,200,1,2.1197586059570312,0.0
256,0.2,1.2,0.1,0.05,1,,,200,1,2.1197586059570312,0.0
4,0.2,1.2,0.1,0.05,1,,,200,1,3919.98046875,0.0
4,0.2,1.2,0.1,0.05,1,,,200,1,3919.98046875,0.0
4,0.2,1.2,0.1,0.05,1,,,200,1,260.71856689453125,0.0
4,0.2,1.2,0.1,0.05,1,,,200,1,0.3701993525028229,0.0
4,0.2,1.2,0.1,0.05,1,,,200,1,0.3701993525028229,0.0
4,0.2,1.2,0.1,0.05,1,,,200,1,7113.3740234375,0.0
4,0.2,1.2,0.1,0.05,1,,,200,1,7113.3740234375,0.0
256,0.2,1.2,0.1,0.05,1,,,200,1,4.823637008666992,0.0
